name,city,wifi,seat,quiet,tasty,cheap,music,url,latitude,longitude,limited_time,socket,standing_desk,mrt,open_time,
Aftertaste Cafe徊韻咖啡,taipei,0,0,0,0,0,0,,24.9982805,121.4857076,,,,,,
哈亞珈琲三創店,taipei,0,0,0,0,0,0,,25.0454897,121.5311294,,no,no,,,
浮光書店 books café,taipei,4,4,4,4,4,4,,25.0552479,121.5200932,,,,,,
烘焙者咖啡,taipei,4,4,3,5,3,3,https://www.facebook.com/RFCCYK/,25.030634,121.530472,,no,yes,"東門站5號出口步5分/公車站''金華國中""''金華大廈""步3分/YouBike""金華公園""站步2分",,
城西時光plainstay,taipei,5,5,5,5,5,5,,25.0495117,121.5144811,maybe,maybe,yes,,,
尋常生活,taipei,5,5,2,5,3,4,https://www.facebook.com/Anotherhome54/,25.00572,121.537401,maybe,no,no,,,
骰子人遊戲咖啡館,taipei,5,4,2,5,4,5,https://www.facebook.com/dicemancafe/?ref=aymt_homepage_panel,24.9900581,121.5083068,maybe,,,,13:00-22:00,
口力口非 KOULI COFFEE,taipei,1,5,3,3,5,3,https://www.facebook.com/koulicoffee/?fref=ts,25.0323222,121.5588206,no,maybe,yes,世貿/101站 ,週一~週五 7:30-19:00 週六~週日8:00-16:00,
TOAST CHAT,taipei,5,4,4,5,3,5,https://www.facebook.com/ToastChat/,25.039492,121.5554933,no,yes,no,,,
Routine,taipei,0,0,0,0,0,0,,25.0503989,121.5886536,,,,,,
好食紀,taipei,4.5,5,4,5,5,5,https://www.facebook.com/goodfoodmemory,25.0362689,121.449603,no,maybe,yes,捷運新莊站,臨時公休另行公告於網頁,
熱風精品咖啡豆 Hot Waves Speciality Coffee,taipei,0,0,0,0,0,0,,25.132092,121.496691,no,maybe,,北投站,,
好哆福  ,taipei,0,0,0,0,0,0,,25.0389925,121.5236651,,,,,,
福璟直火咖啡豆專賣店,taipei,0,0,0,0,0,0,www.fujincoffee.com.tw/,25.009733,121.461939,maybe,maybe,no,捷運府中站,,
沐湛咖啡,taipei,3,3,4,3.5,4.5,4.5,https://www.facebook.com/muzhancoffee/,25.0488969,121.4531592,no,no,no,,禮拜一 - 六 10:00 - 21:00,
瑪可緹Mocktail 長安店,taipei,5,5,4,4,4,3,https://www.facebook.com/MocktailTea/?ref=page_internal,25.0485691,121.5349219,,maybe,no,,,
Deesco coffee德果咖啡,taipei,0,0,0,0,0,0,,25.0291836,121.550659,,,,,,
小南風咖啡,taipei,5,4,4.5,4.5,3.5,5,https://www.facebook.com/minamizephyr/,25.0242264,121.5279432,no,yes,no,台電大樓,,
Hi5 Cafe,taipei,5,5,5,4,4,4,Hi5 Cafe,25.043333,121.563409,no,yes,no,,,
亞特蘭提斯咖啡館,taipei,5,5,5,5,5,5,https://www.facebook.com/%E4%BA%9E%E7%89%B9%E8%98%AD%E6%8F%90%E6%96%AF%E5%92%96%E5%95%A1%E9%A4%A8-Atlantis-Coffee-376901625778094/,25.054305,121.542292,no,maybe,yes,南京復興站1號出口步2分,,
石尚LAB科學咖啡,taipei,5,4,4,5,0,5,https://www.facebook.com/ntseclab,25.0961044,121.5166351,no,,yes,,,
Bravo Caffè 布拉弗,taipei,0,0,0,0,0,0,https://www.facebook.com/pg/bravocaffetaipei/,25.0312678,121.5437544,no,maybe,no,,,
Dreamers Coffee Roasters忠誠店,taipei,0,5,3,4,4,4,,25.1182618,121.5343606,,,,,,
貓圖咖啡 CAT.jpg,taipei,4,4,4,5,5,4,https://www.facebook.com/cat.jpg.cafe/,25.0283919,121.5289669,no,maybe,yes,東門,,
AN Coffee Roasters / 安 咖啡烘焙,taipei,5,5,5,5,4,5,https://www.facebook.com/AN-Coffee-Roasters-%E5%AE%89-%E5%92%96%E5%95%A1%E7%83%98%E7%84%99-393656907682789/,25.037241,121.560765,no,maybe,no,,,
55號咖啡,taipei,5,4.5,5,5,5,5,https://www.facebook.com/cafe55coffee/,25.0670775,121.3611568,no,maybe,no,機場捷運林口A9,特殊假期遇週二則停止公休,
無 · 咖啡,taipei,0,0,0,0,0,0,,25.0406237,121.5296041,,,,,,
怡客咖啡 Ikari 忠杭店,taipei,1,4,3,3,5,4,http://www.ikari.com.tw,25.0362576,121.5270365,no,maybe,yes,善導寺,,
HI-HAT COFFEE ,taipei,5,3,5,5,4,5,https://www.facebook.com/HIHATCOFFEE/,25.0418525,121.5279243,,,,,,
Ontheway cafe,taipei,0,0,0,0,0,0,,25.0317707,121.5550578,,,,,,
APU cafe,taipei,5,5,4,5,5,5,https://www.facebook.com/APUcoffee/,25.0073739,121.513319,maybe,yes,no,,2018五月已歇業,
黑露咖啡館OLO Coffee Roasters,taipei,5,4,5,5,4,4,https://www.facebook.com/olocoffeeroasters/,25.050803,121.520048,no,maybe,no,,"1200～2400,周三公休，假日1100開始",
伯朗咖啡(重慶三店),taipei,5,3,3,5,4,4,,25.0660131,121.5139363,no,yes,no,,,
Modern Mode Café,taipei,4,4,5,4,4,5,https://www.facebook.com/modernmode11/,25.060937,121.509241,,yes,,"大橋頭站1號出口步8分/公車站''台北橋''步4分/YouBike""民權迪化街口""站步3分, ""大稻埕公園""站步4分",,
Moooon River Cafe & Books,taipei,4,3,4,3,3,5,https://www.facebook.com/moooonriver/,25.0753959,121.5760437,no,yes,no,港墘,,
由你咖啡,taipei,5,4,4,4,4,4,https://www.facebook.com/unionkaffe/,25.050448,121.562732,no,yes,no,南京三民,12:00~22:00,
INs Cäfe 癮俬咖啡,taipei,5,4,5,5,4,5,https://www.facebook.com/inscafeximen/,25.0392515,121.5067051,no,yes,yes,"西門站1號出口步5分/公車站""貴陽街""""西寧南路""步1分, ""小南門""步2分/YouBike""中華桂林路口""站步3分",,
OD Café,taipei,3.5,4.5,4,4,3.5,4.5,https://m.facebook.com/okeydokey.gallery.cafe/?locale2=zh_TW,25.0205556,121.5328874,maybe,yes,yes,台電大樓,,
沐樂咖啡 新生店,taipei,4.5,4,4,4,4,4,https://www.facebook.com/mooooler/,25.0423388,121.5310015,maybe,maybe,no,忠孝新生站2號出口步1分,每月最後一個週一公休,
靜好珈琲焙煎專門,taipei,4.5,4.5,5,5,4.5,4,https://www.facebook.com/jinghaocafe/,25.0219125,121.5544016,no,no,yes,六張犁捷運站,,
握咖啡 Oh!Cafe台北信義店,taipei,0,0,0,0,0,0,,25.0310885,121.5603689,,,,,,
火熱咖啡,taipei,5,4,4.5,4.5,4,4,,25.127264,121.5013108,,,,,,
Mellow Coffee,taipei,4.5,5,4,4.5,4,4,https://www.facebook.com/Mellow.Coffee.Taiwan/,25.0238911,121.4740089,no,maybe,no,"新埔站4號出口步7分/公車站""勞工大學""步1分/YouBike""新北市藝文中心""站步5分, ""永安公園""站步6分, ""莊敬公園""站步7分",,
HITOKUCHI COFFEE 一口一口咖啡,taipei,5,5,5,5,5,5,https://www.facebook.com/HitokuchiCoffee/,25.0137192,121.5175671,no,maybe,no,,,
旭咖啡 直火咖啡豆烘焙,taipei,0,0,0,0,0,0,,25.0515629,121.567912,,,,,,
朔望咖啡 SYZYGY COFFEE,taipei,0,0,0,0,0,0,,25.0513527,121.5132692,,,no,,,
澤山珈琲,taipei,0,5,4,4,5,5,https://www.facebook.com/zeshancoffee/,25.055973,121.5243921,no,no,no,,,
U & me找咖,taipei,4,4,3,5,4,5,,25.0275282,121.5212923,no,maybe,no,,,
七刀space,taipei,5,5,5,5,5,5,https://www.takeabreak.space/,25.1310129,121.4984101,,maybe,yes,,,
VWI BY CHADWANG,taipei,0,3.5,3.5,5,2.5,3.5,,25.045923,121.543645,,no,,,,
InsingerKaffee 硬性格咖啡,taipei,5,5,5,5,4,5,https://www.facebook.com/insingerkaffee/,25.0590679,121.5458893,no,yes,no,中山國中,營運時間可上FB查詢,
從前慢Slo.mo,taipei,5,4.5,3,2.5,3,3,,25.0283807,121.5530377,,,,,,
好休咖啡 Haoxiu Kaffe,taipei,5,4,4,5,3,4,https://m.facebook.com/HaoXiuKaffe,25.0463783,121.5323573,no,yes,no,忠孝新生、南京松江,不定期公休,
奧爾咖啡 OUR Cafe,taipei,5,4,4.5,5,4,4.5,https://www.facebook.com/OUR.Cafe.yonghe/,25.011996,121.513864,,maybe,no,頂溪站1號出口步3分,,
莫凡彼台大店,taipei,0,0,0,0,0,0,,25.0130396,121.5367878,,,,,,
Just in Cafe,taipei,5,5,5,5,5,4.5,https://www.facebook.com/roastercafe/,25.0497072,121.5193976,maybe,yes,yes,"捷運中山站,捷運台北車站",11:00~1800,
想享咖啡 think4coffee,taipei,0,0,0,0,0,0,,25.0281729,121.5383024,,,,,,
古月珈琲,taipei,5,4,5,5,5,3,https://www.facebook.com/goodwaycoffee/,25.0050362,121.5356453,no,yes,no,,,
小青苑 Cyan Cafe,taipei,0,0,0,0,0,0,,25.042514,121.56696,,,,,,
穠咖啡nong coofee roaster,taipei,4.5,4.5,5,5,4,5,https://www.facebook.com/Nongcoffeeroaster/,25.1105153,121.5208323,maybe,yes,yes,,週一公休,
童心未泯咖啡館,taipei,5,5,4,5,4,4,https://www.facebook.com/childishcafe/,25.053764,121.509192,no,maybe,yes,,,
Lubar Cafe,taipei,0,0,0,0,0,0,https://www.facebook.com/lubarcafe/posts/2242296626036296/,25.0936707,121.4476514,no,yes,yes,,,
丹提咖啡 第一飯店店,taipei,4,5,3,3,4,2,,25.0522811,121.530225,no,maybe,no,,,
 塔郭咖啡館 TAKUO CAFE',taipei,3,4,4,4,3,4,https://www.facebook.com/TAKUO.CAFE/?fref=ts,25.1206939,121.5309967,,no,no,,週二公休,
驚嘆號咖啡,taipei,5,5,4,5,4,5,https://www.facebook.com/PrinceEdward99/,25.0787779,121.4851794,no,yes,no,"三和國中站2號出口步5分/公車站""建和新村""步2分, ""義天宮""步4分/YouBike""永盛公園""站步5分",,
星巴克,taipei,0,0,0,0,0,0,,25.0254287,121.5436729,,,,,,
托斯卡尼,taipei,5,5,3.5,4.5,4.5,4,https://m.facebook.com/toscanacafe68/?locale2=zh_TW#!/toscanacafe68/?locale2=zh_TW,25.1255883,121.4696602,maybe,no,yes,關渡站,,
呼哈咖啡ｘ醴醞啤酒 Huha Cafe & Liyun Beer,taipei,5,5,5,5,5,5,https://www.facebook.com/huhaliyun/,25.0250299,121.563699,,,,,,
Honuscoffee-赫諾斯咖啡,taipei,5,5,4,5,5,5,https://www.facebook.com/HonusCoffee/,25.0238601,121.5427665,,,no,科技大樓站,,
afterhours cafe,taipei,5,4,4,4,3,5,https://www.facebook.com/afterhourscafe/?fref=ts,25.0571231,121.5649532,maybe,maybe,no,,11:00 - 19:00,
特有種商行,taipei,4,4,3,4,3,4,https://www.facebook.com/RealgutsCafe.Taipei/,25.0409247,121.5306589,no,yes,yes,"忠孝新生站5號出口步2分/公車站""濟南金山路口""步2分, ""金山泰安街口""""忠孝國小""捷運忠孝新生站""""步3分, ""仁愛臨沂街口""步5分/YouBike""捷運忠孝新生站(2號出口)""站步4分, ""華山文創園區""站步8分","每月第一個星期一公休, L.O.餐飲20：30 飯類20:00",
寒咖啡,taipei,5,4.5,4.5,5,4.5,4,https://www.facebook.com/ilovehancafe/,24.96059,121.22526,no,maybe,yes,,,
W&M workshop,taipei,5,3,4,4,4,4,,25.061316,121.5265362,no,no,no,,,
遇見貓咖啡輕食館,taipei,0,0,0,0,0,0,,24.990089,121.5054027,,,,,,
Double 5 Cafe,taipei,3,4,4,4,4,4,,25.034391,121.575421,no,no,yes,,,
Aura微光咖啡,taipei,4,5,4,5,3,5,https://www.facebook.com/CoffeeAura/?fref=ts,25.0194418,121.5305478,no,yes,no,"台電大樓站2號出口步3分/公車站""台電大樓""步2分/YouBike""捷運台電大樓站(2號出口)""站步4分",,
惡老闆咖啡,taipei,0,0,0,0,0,0,,25.0782248,121.5786854,,,,,,
逸軒咖啡-林口公園店,taipei,0,0,0,0,0,0,,25.0704906,121.3693713,,,,,,
coffee blablabla 松德店,taipei,5,4.5,4.5,4.5,5,4,https://www.facebook.com/blablabla68826/,25.0362076,121.5749578,no,maybe,yes,,,
松菸小賣所,taipei,4,5,4,3,5,2,https://www.facebook.com/SCCP.sygallery/,25.043711,121.56128,no,no,no,,10am to 6pm,
Insomnia coffee ,taipei,0,0,0,0,0,0,愛爾蘭失眠咖啡,25.0805715,121.5694351,no,yes,yes,,,
Dela1010 kaffee,taipei,5,4,3,3,3,5,https://www.facebook.com/Dela1010/,25.0508403,121.5683362,,maybe,,,07：30～17：30,
The Shrine ,taipei,5,4,2.5,3.5,3.5,5,https://www.facebook.com/theshrinetaipei/,25.02099,121.527168,no,maybe,yes,,,
老柴咖啡館,taipei,4,4,3,4,3,4,https://www.facebook.com/laochaicafe/,24.9471883,121.3734681,no,maybe,no,"公車站""台北大學正門""""大學學勤路口""步1分/YouBike""國立台北大學(三峽校區)""站步1分",,
豔咖啡,taipei,5,5,4.5,5,5,4.5,https://www.facebook.com/%E8%B1%94%E5%92%96%E5%95%A1-Yan-Coffee-1866299320298089/,24.9945273,121.4808093,no,yes,yes,,可以來電預約營業時間以外的時間。,
BEANS & BEATS,taipei,0,0,0,0,0,0,https://m.facebook.com/beansnbeats,25.0603894,121.55741,,,,,,
CAFEPRO,taipei,0,0,0,0,0,0,,25.0598628,121.5772745,,,,,,
Node.Tent,taipei,4,5,5,4,4,4,https://www.fineighbor.com/tent,25.0337097,121.5289673,no,yes,yes,,,
Little Green Cafe & Health Studio,taipei,0,0,0,0,0,0,,25.0704569,121.520461,,,,,,
 BOOM coffee roasters,taipei,5,5,4,4,3,4,https://www.facebook.com/boomcoffeeroasters/,25.0228132,121.5476696,no,yes,yes,,08:30-18:30,
有地UDE Café Bistro,taipei,5,5,4,4,3,4,https://www.facebook.com/UDENow/,25.046586,121.5066037,maybe,yes,no,,,
演珈琲 Acting cafe,taipei,0,0,0,0,0,0,,25.028156,121.5642697,,,,,,
THE NORMAL 敦北店,taipei,0,0,0,0,0,0,,25.0505,121.5477413,,maybe,no,,,
Half_Coffee,taipei,0,0,0,0,0,0,,25.015986,121.532084,,,,,,
露西亞咖啡 Cafe Rossiya,taipei,4,5,5,5,4,5,https://www.facebook.com/wenshui.jazz/,25.0517453,121.5333468,no,yes,no,松江南京站,週一-週五:11:30-21:30,
肆序商行 Sù Sī Coffee Roaster,taipei,0,0,0,0,0,0,,24.3460117,120.6242056,,,,,,
蘭空咖啡VOEZ Café,taipei,5,5,3,2,3.5,4.5,https://www.facebook.com/RayarkConcept/,25.0481469,121.5660421,no,maybe,no,,11:00-19:00,
HOFFE CAFE 花博店,taipei,0,0,0,0,0,0,,25.0704569,121.520461,,,,,,
24磅,taipei,4.5,4,3.5,5,5,4.5,https://www.facebook.com/pg/cafe24lb/about/?ref=page_internal,25.0323358,121.5198154,no,maybe,no,,,
ハハ珈琲店-hahacafe,taipei,5,5,5,5,4,5,https://www.facebook.com/cafehahatw/,25.0677194,121.5244965,no,yes,yes,"中山國中站1號出口步8分/公車站""大同大學(美術公園)""""景福宮""步2分, ""大同大學""步3分, ""民族東路口""步5分, ""捷運中山國小站""步7分/YouBike""民族林森路口""站步2分, ""撫順公園""站步8分",,
斑果咖啡 Bengal Cafe' （豹貓貓咖啡、簡餐、貓咪旅館）,taipei,0,0,0,0,0,0,,25.0056823,121.4643251,,,,,,
黑鑽咖啡府中1號店,taipei,5,4,3,3,3,3,https://www.facebook.com/tel89698009/,25.009606,121.460009,no,,no,府中,,
Tsubi Coffee厝邊咖啡,taipei,5,5,5,5,4.5,4,https://www.facebook.com/TsubiCoffee/,25.0338802,121.5021714,no,maybe,yes,捷運龍山寺站，步行3分鐘 (萬華火車站東站出口),,
羅曼尼咖啡,taipei,5,5,5,4,3,4,https://www.facebook.com/羅曼尼咖啡-142801245785307/,24.9995979,121.5516625,no,yes,no,,,
HW Lounge 雪茄咖啡館,taipei,0,0,0,0,0,0,,25.0588993,121.5231381,,,,,,
巧克哈客巧克力專飲店,taipei,2,3,4,5,3.5,4,http://www.chocoholic.com.tw,25.0331187,121.5301815,,,,,,
Bamboo cafe,taipei,0,5,4,5,4,5,,25.059276,121.5315808,,,,,,
幻猻家珈琲 Pallas Cafe,taipei,4,3,4.5,4.5,4,4.5,https://www.facebook.com/PallasCafe2017/,25.0541599,121.509734,no,maybe,no,,,
威爾貝克手烘咖啡 南京店,taipei,0,0,0,0,0,0,,25.0522789,121.560934,,,,,,
加利利小鎮咖啡館,taipei,0,0,0,0,0,0,,25.0874288,121.4727854,,,,,,
嘿布朗咖啡館 錦州店,taipei,5,3,3,5,5,4,https://www.facebook.com/hey.rown.cafe/,25.0604308,121.5350676,no,yes,no,,8:30~18:00,
路燈咖啡 - Light Café公館店,taipei,3,3,3,3,3,3,https://www.facebook.com/%E8%B7%AF%E7%87%88%E5%92%96%E5%95%A1-Light-Caf%C3%A9%E5%85%AC%E9%A4%A8%E5%BA%97-524026160951680/,25.016115,121.531526,,,,"公館站4號出口步4分/公車站""台電大樓""步3分/YouBike""羅斯福新生南路口""站步4分",最後供餐時間：22:00,
統一星巴克 雙和醫院門市,taipei,0,0,0,0,0,0,,24.9926989,121.4935259,,,,,,
SUSU CAFE 粟粟咖啡,taipei,0,4,4,5,5,4,https://www.facebook.com/SUSU-CAFE-%E7%B2%9F%E7%B2%9F%E5%92%96%E5%95%A1-799708256727140/,25.060898,121.5315509,no,no,no,,有戶外座位可抽菸,
小路上。Dear Deer,taipei,4,4,5,4,3,5,https://www.facebook.com/deardeer2012/,25.0261389,121.524454,no,yes,no,古亭,10:00-21:00,
Vespressa café,taipei,0,0,0,0,0,0,https://www.facebook.com/pg/Vespressa/about/?ref=page_internal,25.0490313,121.5645726,,,,,,
哈瓦那咖啡廳 美麗華店,taipei,0,0,0,0,0,0,,25.0833072,121.5571648,,,,,,
Mucho Happiness,taipei,5,5,4,5,4,5,https://www.facebook.com/muchohappiness/,25.042022,121.567084,no,yes,yes,市政府站四號出口,11:00~20:00,
琢磨咖啡 coffee,taipei,0,0,0,0,0,0,,25.0583526,121.5100463,,maybe,no,,,
Louisa Coffee 竹圍店,taipei,4,3,3,4,5,3,,25.13726,121.459875,no,maybe,no,,,
A.B.D. Coffee&Life,taipei,5,5,4.5,5,3.5,5,,25.0013471,121.5409281,,,,,,
tic tac cafe 踢他咖啡,taipei,5,4,5,3,5,5,https://www.facebook.com/tictaccaf/,24.9994094,121.5269313,no,yes,no,,,
加爾第咖啡 通化店,taipei,5,5,4,5,4,4,https://www.facebook.com/%E5%8A%A0%E7%88%BE%E7%AC%AC-%E9%80%9A%E5%8C%96%E5%BA%97Kaldi-Coffee-103737099704836/,25.0277737,121.555108,no,maybe,no,"信義安和站4號出口步10分, 六張犁站步10分/公車站""三興國小(臨江街觀光夜市)""步2分, ""喬治商職""步3分/YouBike""喬治工商""站步2分, ""基隆光復路口""站步6分",,
Current Café 此刻咖啡,taipei,4,4,4,4,4,4,https://www.facebook.com/CurrentCafe/,25.0493557,121.5544645,,,no,,,
阡日咖啡供應所KŌFĪ SUPPLIER,taipei,0,0,0,0,0,0,,25.0549401,121.5198273,,,,,,
 P Café,taipei,3,4,4,4,3,3,https://www.facebook.com/pcafe180/,25.1698796,121.4402706,no,maybe,,,,
鴉埠咖啡 Yaboo,taipei,5,4,3,4,3,4,https://www.facebook.com/yaboo.lalala/,25.030422,121.530585,no,yes,no,"東門站5號出口步8分/公車站''金華國中""''金華大廈""步3分/YouBike""金華公園""站步3分",,
Dehors Café 域外咖啡,taipei,0,0,0,0,0,0,,25.047131,121.510822,,maybe,no,北門站,,
4f劇場咖啡Le Promenoir Coffee,taipei,3,3,3,3,1.5,3,https://www.facebook.com/LePromenoirCoffee/,25.04319,121.5096789,no,no,no,,,
GaBee.咖啡店,taipei,5,4,4,5,3.5,4,https://zh-tw.facebook.com/GABEE-133990196942/,25.0593686,121.5463071,,no,no,"捷運中山國中站步6分/公車站""民生敦化路口''""西華飯店""步3分/YouBike""民生敦化路口""站步6分",,
法點法食 FA DEN FA SAï,taipei,5,4.5,4,4.5,4,4.5,https://www.facebook.com/fadenfasai/,25.0120475,121.5355231,no,maybe,no,捷運公館站一號出口（步行3～5分鐘）,星期四~星期一 12:00-19:00 （星期二、三公休）,
白蓮達coffee,taipei,5,4,4,3.5,3.5,4,https://www.facebook.com/pg/belinda.coffe/photos/?ref=page_internal,25.061088,121.5322329,no,,no,,,
咖啡講南五店,taipei,5,3,2.5,3,3,2.5,https://www.facebook.com/caffechat/,25.05126,121.5609266,no,no,yes,南京三民,六日8am-8pm,
新旺集瓷,taipei,0,0,0,0,0,0,,24.950986,121.3477682,,,,,,
豆,taipei,3,3,3,5,5,3,https://www.facebook.com/Beancafe.tw/,25.134156,121.4973269,,no,no,,,
咖啡。停! Team Coffee,taipei,5,5,5,5,5,5,https://www.facebook.com/team2coffee/,24.933716,121.368204,no,yes,yes,,11:00~19:00,
O'tree Cafe 歐樹咖啡,taipei,0,0,0,0,0,0,,25.0625144,121.5245474,,,,,,
Piccolo Angolo角落咖啡館,taipei,4.5,4,3,5,4,4.5,https://www.facebook.com/Piccolo-Angolo%E8%A7%92%E8%90%BD%E5%92%96%E5%95%A1-1054616401282992/,25.0526856,121.5310559,no,maybe,,,,
No.15事啡之地 米蘭15號,taipei,5,3.5,3.5,4.5,4.5,4,https://www.facebook.com/no15coffee/,24.9933847,121.42335,no,no,no,,1300-2130,
artco 典藏咖啡廳 - 長安店,taipei,5,5,3,3,3,3,http://artouch.com/food/cafe_changan.aspx?zh=gb,25.0494757,121.5225978,no,maybe,no,中山,07:30 - 22:00,
S&D 新北園區店,taipei,5,5,4,5,5,3,https://www.facebook.com/fly7788995/?ref=aymt_homepage_panel,25.0662481,121.4568238,no,no,yes,,,
Dream cafe 未來咖啡,taipei,5,5,3,5,4,5,https://www.facebook.com/616DreamCafe/,25.0468583,121.5327548,no,yes,no,行天宮,11:00 - 21:30,
Little Green,taipei,0,2,4,5,5,5,https://www.facebook.com/Little-Green-183163385462284/,25.0514763,121.5548521,no,no,no,,8:00-18:00,
Wing Flight,taipei,5,5,4,5,5,5,https://www.facebook.com/WingFlight.Darts/,25.010879,121.449856,no,maybe,no,,16:00~23:00,
斯陋café,taipei,4,4,4,4,2,5,https://m.facebook.com/%E6%96%AF%E9%99%8Bcaf%C3%A9-173659082745755/,25.0365056,121.8651944,maybe,no,no,台鐵雙溪站步5分,夏季日光節約營業時間：七月～九月 週間12:00-19:00。,
厚實咖啡 House Caf'e（永久停業）,taipei,5,5,4,4,5,4,https://www.facebook.com/HouseCafe123/,25.011313,121.466459,,,,,,
hosei café ,taipei,3,4,3,3,3,4,https://www.facebook.com/Hosei-Subsdrinks-2068527423420123/,25.056879,121.560436,no,maybe,yes,,,
 藝風巷,taipei,5,5,5,4.5,4,5,http://www.artalley.cafe/,25.0663121,121.5178222,no,maybe,no,民權西路站,休息日不定，粉絲專頁公告,
Hoyumi Café X Mark & Tim,taipei,5,5,5,5,5,5,https://www.facebook.com/MarkandTimhandmade/,25.1141572,121.5204886,maybe,maybe,no,捷運中山站,13:00~21:00,
貳拾陸巷Somebody Cafe,taipei,5,3,4,3,4,4,https://www.facebook.com/SomebodyCafe26/,25.042924,121.505745,maybe,yes,no,,10:00-22:00(供餐至21:00),
維圖斯咖啡,taipei,4,4,3,4,4,4,https://www.facebook.com/Cafevitus,25.0530499,121.547308,maybe,maybe,no,,9:30~22:00,
BO+ Caffe宝家咖啡台北農安店,taipei,4,2,3,4,5,3,https://www.facebook.com/BoCaffe3,25.0649997,121.5339774,no,maybe,no,,,
Engedi Koffee Espresso Bar&Prophesy（已停業）,taipei,0,0,0,0,0,0,,25.025053,121.531078,,,,,,
日豐企業社,taipei,0,0,0,0,0,0,,25.0463364,121.4534732,,,,,,
洋白兔咖啡BUTTWO COFFEE ,taipei,0,4,4,5,5,4,,25.052825,121.535766,maybe,yes,no,松江南京站,,
Vipcafe咖啡工坊,taipei,5,4,5,5,5,4,https://www.facebook.com/VipcafeKaFeiGongFang/,25.0060249,121.4551555,no,yes,yes,,,
Lógos Coffee,taipei,0,4,4,3,5,5,,25.0548179,121.616408,,no,no,,,
ECM cafe 咖啡訪,taipei,4,3,2,4,4,3,https://www.facebook.com/ecm.cafe/,24.9948663,121.5414629,no,no,yes,,,
公雞咖啡,taipei,4,3,3,4,3,4,https://www.facebook.com/RoosterCafe/,25.0525301,121.5201618,,no,no,雙連站1號出口步3分/中山站4號出口步5分,,
歐克法自家烘培咖啡,taipei,0,4,3,4,5,5,,25.0219853,121.540703,,,,,,
哢來Togethere,taipei,5,5,3,5,5,4,https://www.facebook.com/we.to.get.ther.e,25.071613,121.496342,maybe,maybe,no,三重國小捷運站步行1分鐘,,
老窩咖啡 石牌總店,taipei,0,0,0,0,0,0,https://www.facebook.com/laoo.coffee/,25.1144607,121.5160094,,,,石牌,,
西雅圖中信門市,taipei,5,5,4,4,0,0,,25.0588492,121.6149328,no,yes,yes,,,
伙伴咖啡（自家烘焙咖啡館）,taipei,0,0,0,0,0,0,,25.1696844,121.4484828,,,,,,
澄萱咖啡館,taipei,5,4.5,4,4.5,3.5,3.5,https://www.facebook.com/%E6%BE%84%E8%90%B1%E5%92%96%E5%95%A1%E9%A4%A8-209581655734331/,25.048589,121.445322,no,no,no,,二 - 六 13:00 - 21:00 日 13:00 - 18:00,
Coppii Lumii living coffee 冉冉生活,taipei,4,3,3,4,3,4,,25.0618818,121.5393743,maybe,maybe,no,,,
Sunny cafe,taipei,4,5,3.5,3.5,3,4.5,https://www.facebook.com/sunnycafe1005,25.046325,121.509915,maybe,maybe,,"北門站2號出口步5分/西門站5號出口步6分/公車站""中華路北站""""台北郵局""步1分",,
曼尼咖啡,taipei,4,5,5,3,4,3,https://m.facebook.com/MoneyCafe.Tip,25.0634596,121.5195776,no,maybe,no,,平日：9：00～21：00。假日：11：00～18：00,
NUKI Coffee,taipei,5,4,4,4,3,4,https://www.facebook.com/nukicafe/?fref=ts,25.0227975,121.5244559,yes,yes,yes,古亭站2號出口步5分/台電大樓站4號出口步5分,2015貼文公告週一至週日用餐時間限制四小時,
nu studio ( nuhi / nanhi ),taipei,0,0,0,0,0,0,,25.0284253,121.5406368,,,no,,,
慢步調咖啡館,taipei,5,5,4,5,4,4,https://www.facebook.com/slow.pace.cafe/,25.04209,121.541789,maybe,yes,yes,"忠孝復興站1號出口步2分/公車站""捷運忠孝復興站(忠孝)""""懷生國中""步2分, ""忠孝復興站(復興)""步4分/YouBike""忠孝東路三段217巷口""站步2分, ""捷運忠孝復興站(5號出口)""站步4分, ""捷運忠孝復興站(2號出口)""站步5分",,
Apple Museum Cafe,taipei,5,4.5,5,5,5,5,https://www.facebook.com/AppleMuseumCafe/,25.0191952,121.5321285,no,yes,no,"台電大樓站2號出口步6分, 公館站3號出口步7分/公車站""台電大樓""步3分, ""溫州街口""""新民國小""步4分, ""臺大綜合體育館""步6分/YouBike""捷運台電大樓站(2號出口)""""羅斯福新生南路口""站步6分, ""辛亥新生路口""站步8分",,
壹玖木巷,taipei,5,4,5,5,4,5,https://www.facebook.com/19woodalley/,25.0496232,121.5157883,maybe,yes,no,,,
貓奴小姐咖啡廳,taipei,5,5,5,5,5,5,https://www.facebook.com/YKcatladym/,25.1375416,121.4943547,maybe,yes,no,,,
拾米 TO GO,taipei,0,0,0,0,0,0,,25.137063,121.504345,,,,,,
L'allée 小徑咖啡（已停業）,taipei,4.5,5,5,5,5,4,https://www.facebook.com/lalleetaipei/,25.059859,121.521458,maybe,no,no,雙連,11:00~19:30,
卡門咖啡,taipei,5,4,3,5,4,3,https://www.facebook.com/Carmen-coffee-卡門咖啡-自家-烘培-咖啡館-115806468465374/,25.0232084,121.4667566,no,maybe,no,新埔站1號出口步1分,,
